Creation Time,Travel Endtime,Search Distance,Total Distance,Car Failed
52565,53430,77,5193,false
49411,49674,77,1581,false
51031,51344,77,1882,false
48897,49349,9,2717,false
49940,50215,152,1656,false
50150,50502,9,2115,false
52230,52535,26,1831,false
49058,49620,67,3377,false
48409,49224,77,4892,false
47501,48039,223,3232,false
47921,48046,152,753,false
44339,44901,67,3377,false
52853,53356,12,3021,false
51468,51677,55,1258,false
51643,52307,77,3989,false
47362,47675,77,1882,false
48929,49181,12,1516,false
53679,54092,77,2484,false
53477,54083,26,3637,false
46757,47219,67,2775,false
47662,48376,77,4290,false
50529,50884,26,2132,false
51192,52160,93,5811,false
50776,51390,77,3688,false
45688,46091,12,2419,false
48637,49101,78,2786,false
48773,48934,67,969,false
53396,53906,55,3064,false
45734,45885,9,911,false
53085,53547,67,2775,false
51318,51420,12,613,false
49608,50414,26,4841,false
44800,45665,77,5193,false
48816,49276,55,2763,false
50077,50357,178,1682,false
53536,53888,9,2115,false
45522,46086,77,3387,false
46931,47433,9,3018,false
53301,53904,9,3620,false
51208,51517,55,1860,false
53218,53514,275,1779,false
44765,45604,223,5038,false
52162,52425,77,1581,false
44776,45252,152,2860,false
51746,52109,78,2184,false
53572,54228,26,3938,false
49893,50253,55,2161,false
48168,48945,149,4663,false
46599,47101,9,3018,false
51667,52070,12,2419,false
48491,49094,9,3620,false
50296,50605,55,1860,false
50181,50798,93,3704,false
45101,45262,67,969,false
51613,52173,55,3365,false
47739,48303,77,3387,false
50410,50514,26,627,false
46824,47384,55,3365,false
51107,51412,26,1831,false
46446,46922,152,2860,false
47927,48339,67,2474,false
51583,52355,123,4637,false
46638,47291,9,3921,false
46214,46540,152,1957,false
53455,53760,26,1831,false
48245,48396,9,911,false
47367,47729,67,2173,false
53314,53527,77,1280,false
48908,49121,77,1280,false
52225,52541,95,1900,false
51333,52105,123,4637,false
49793,50255,67,2775,false
49241,49952,55,4268,false
50082,50437,26,2132,false
52302,52755,12,2720,false
46785,47137,12,2118,false
44753,45113,55,2161,false
45124,45479,26,2132,false
50503,51083,171,3481,false
51796,52372,152,3462,false
49358,49972,77,3688,false
49160,49465,26,1831,false
52484,52996,67,3076,false
46740,46844,26,627,false
47932,48093,67,969,false
45384,46249,77,5193,false
51373,52136,67,4581,false
51187,51941,12,4526,false
46700,47210,55,3064,false
50601,51106,26,3035,false
45894,46296,9,2416,false
51771,52034,77,1581,false
50045,50655,55,3666,false
52707,53062,26,2132,false
48567,49081,77,3086,false
50949,51061,77,678,false
52050,52865,78,4893,false
52636,53041,26,2433,false
48550,49110,55,3365,false
50145,50607,67,2775,false
53351,53764,77,2484,false
50394,50773,171,2277,false
46723,47287,78,3388,false
46316,46776,55,2763,false
45602,46205,9,3620,false
48146,49053,26,5443,false
51218,51780,67,3377,false
51278,51754,152,2860,false
46373,47136,67,4581,false
44672,45439,93,4607,false
46650,46761,67,668,false
52532,53094,67,3377,false
46123,46625,9,3018,false
50265,50627,67,2173,false
52494,52946,9,2717,false
54157,54409,9,1513,false
52152,52365,77,1280,false
53728,54141,77,2484,false
51253,51909,26,3938,false
49703,50082,171,2277,false
47645,48107,67,2775,false
53237,53904,93,4005,false
50606,51270,77,3989,false
48843,49597,12,4526,false
52283,52535,9,1513,false
53891,54568,152,4064,false
47032,47592,55,3365,false
47178,47391,77,1280,false
48713,49116,12,2419,false
54324,54938,77,3688,false
49112,49665,12,3322,false
48207,48709,9,3018,false
48229,48940,55,4268,false
49592,49794,12,1215,false
52278,52339,67,367,false
52927,53330,12,2419,false
47606,48020,78,2485,false
50678,51281,12,3623,false
52541,52896,26,2132,false
50092,50317,152,1355,false
53746,54260,77,3086,false
49289,49594,26,1831,false
51096,51321,152,1355,false
46796,47199,12,2419,false
51343,51955,67,3678,false
54135,54540,26,2433,false
46892,47445,9,3319,false
47789,48342,12,3322,false
54464,54893,171,2578,false
50285,50788,12,3021,false
54221,54938,95,4308,false
53719,53878,55,957,false
49861,50314,12,2720,false
51328,51934,26,3637,false
52235,53089,9,5125,false
52350,52554,26,1229,false
49133,49636,12,3021,false
45430,45682,9,1513,false
49528,49930,9,2416,false
53670,54276,26,3637,false
51424,51977,9,3319,false
53540,53919,171,2277,false
45453,45762,55,1860,false
48648,49050,9,2416,false
53648,54177,171,3180,false
54468,54633,93,995,false
54009,54122,78,679,false
50317,50669,12,2118,false
52489,53049,55,3365,false
45660,45862,12,1215,false
48875,49590,78,4291,false
52796,53399,9,3620,false
54298,54851,9,3319,false
48042,48698,26,3938,false
48854,49214,55,2161,false
53612,54239,152,3763,false
49735,50345,55,3666,false
51593,52260,95,4007,false
53428,53992,77,3387,false
52806,53309,12,3021,false
54631,55093,67,2775,false
45860,46173,78,1883,false
52398,52860,67,2775,false
45533,46236,9,4222,false
54066,54530,78,2786,false
46847,47612,77,4591,false
50113,50919,26,4841,false
45459,45911,9,2717,false
52259,52812,9,3319,false
46293,46757,77,2785,false
50837,51008,130,1032,false
51015,51116,9,610,false
50405,50967,67,3377,false
50322,50677,26,2132,false
49671,50185,77,3086,false
52016,52270,26,1530,false
47634,47939,26,1831,false
52508,53171,67,3979,false
49491,50003,67,3076,false
46959,47526,93,3403,false
45957,46367,55,2462,false
47656,47972,93,1898,false
49481,50242,55,4569,false
51051,51152,9,610,false
52201,52761,55,3365,false
51203,51304,9,610,false
51498,52104,26,3637,false
53715,54028,77,1882,false
48756,48908,12,914,false
46909,47311,9,2416,false
49851,50361,55,3064,false
50171,50635,78,2786,false
49756,50366,55,3666,false
50508,50819,67,1872,false
45809,46072,77,1581,false
50893,51573,171,4083,false
53122,53584,67,2775,false
50467,50628,67,969,false
48794,49105,67,1872,false
47122,47452,178,1983,false
47328,48082,12,4526,false
48392,49045,9,3921,false
53209,53318,55,656,false
45199,45979,171,4685,false
51463,51916,12,2720,false
47745,48150,26,2433,false
54858,55121,78,1582,false
48978,49338,55,2161,false
53392,53593,9,1212,false
50332,51049,95,4308,false
50337,50951,78,3689,false
52084,52436,9,2115,false
51756,52211,26,2734,false
54434,55051,93,3704,false
47105,47677,123,3433,false
48135,48637,9,3018,false
51914,52575,55,3967,false
53617,53818,9,1212,false
50207,50509,9,1814,false
50275,51078,9,4824,false
53874,54477,12,3623,false
48501,48853,12,2118,false
47595,48047,9,2717,false
47462,47988,152,3161,false
47317,47692,149,2255,false
51243,51395,12,914,false
48832,49194,67,2173,false
52974,53125,9,911,false
50218,50379,67,969,false
49443,50206,67,4581,false
54476,55229,9,4523,false
54702,55105,12,2419,false
53781,54412,178,3789,false
52446,52960,78,3087,false
51122,51732,55,3666,false
49518,49884,93,2199,false
54668,55182,77,3086,false
47778,48405,152,3763,false
52735,53488,9,4523,false
49767,50229,67,2775,false
47289,47799,55,3064,false
53154,53299,275,876,false
50358,51212,9,5125,false
46706,46818,77,678,false
54307,55193,206,5322,false
47838,48140,12,1817,false
46537,46839,12,1817,false
46105,46565,55,2763,false
48267,48820,12,3322,false
47910,48470,55,3365,false
50223,50425,12,1215,false
53996,54510,77,3086,false
53131,53543,67,2474,false
46282,46545,78,1582,false
51483,51644,67,969,false
53459,54265,26,4841,false
46593,46953,55,2161,false
47573,48025,9,2717,false
48762,49073,67,1872,false
48108,48421,77,1882,false
46914,47269,26,2132,false
52513,53226,67,4280,false
52518,53279,55,4569,false
51982,52850,93,5209,false
47010,47490,178,2886,false
54497,55002,26,3035,false
48588,48990,9,2416,false
49761,49962,9,1212,false
51020,51432,67,2474,false
54409,55212,9,4824,false
54598,55058,55,2763,false
53223,53726,12,3021,false
52683,52908,152,1355,false
54923,55375,9,2717,false
46678,47434,26,4540,false
49224,49797,130,3440,false
52641,53003,67,2173,false
53387,53600,77,1280,false
48610,48972,67,2173,false
53581,54157,152,3462,false
47015,47880,77,5193,false
46486,46946,55,2763,false
54442,54643,9,1212,false
52660,53428,95,4609,false
53168,53431,77,1581,false
49709,50180,123,2831,false
50202,50504,12,1817,false
53847,54612,77,4591,false
51488,52041,12,3322,false
52923,53182,55,1559,false
51815,52128,77,1882,false
46026,46739,67,4280,false
49037,49640,9,3620,false
54109,54815,26,4239,false
47728,48230,9,3018,false
49956,50819,67,5183,false
47750,48360,55,3666,false
50139,50795,26,3938,false
49246,49509,77,1581,false
49321,49630,55,1860,false
53909,54161,9,1513,false
55732,55933,9,1212,false
49819,49884,93,393,false
52451,53013,67,3377,false
49214,49523,55,1860,false
48507,49009,9,3018,false
52293,52706,77,2484,false
53992,54201,55,1258,false
49988,50190,12,1215,false
52422,53103,178,4090,false
51578,51981,12,2419,false
46729,47243,78,3087,false
47673,47875,12,1215,false
55594,55920,152,1957,false
46458,46813,26,2132,false
54883,55596,67,4280,false
47273,47950,152,4064,false
46667,46928,67,1571,false
48294,48555,67,1571,false
48387,48851,77,2785,false
53509,53811,12,1817,false
50719,51549,171,4986,false
46327,46887,55,3365,false
51870,51921,12,312,false
49101,49561,55,2763,false
46339,46710,123,2229,false
55485,55840,26,2132,false
49010,49226,95,1298,false
54426,54689,78,1582,false
55033,55335,12,1817,false
49015,49370,26,2132,false
53191,53956,77,4591,false
46655,47217,67,3377,false
52876,53189,77,1882,false
48594,49056,67,2775,false
46559,46972,77,2484,false
54040,54607,93,3403,false
48718,49533,77,4892,false
50228,50387,55,957,false
46197,46613,95,2502,false
49977,50742,78,4592,false
50035,50340,26,1831,false
50488,50843,26,2132,false
48848,49100,9,1513,false
54430,54942,67,3076,false
50311,50964,12,3924,false
52465,53129,77,3989,false
53273,53635,67,2173,false
53067,53780,67,4280,false
46712,46873,67,969,false
51825,52492,95,4007,false
47976,48538,67,3377,false
48983,49495,67,3076,false
49693,50356,67,3979,false
54911,55375,77,2785,false
48261,48773,67,3076,false
51459,51925,93,2801,false
52899,53158,55,1559,false
52857,53217,55,2161,false
50765,51392,152,3763,false
46054,46657,12,3623,false
55297,56001,12,4225,false
52456,53321,78,5194,false
50327,50839,67,3076,false
50570,51283,67,4280,false
47816,48328,67,3076,false
55395,55971,152,3462,false
47894,48160,93,1597,false
53643,54107,77,2785,false
53149,53888,223,4436,false
49619,50032,77,2484,false
54345,54876,178,3187,false
46644,47057,77,2484,false
53786,54038,12,1516,false
46998,47834,206,5021,false
54976,55540,77,3387,false
55446,55825,171,2277,false
51628,52341,67,4280,false
55571,56235,77,3989,false
53913,54580,93,4005,false
54972,55386,78,2485,false
54362,55139,152,4666,false
54501,55113,67,3678,false
55636,56082,275,2682,false
49192,49704,67,3076,false
47161,47764,9,3620,false
46571,46884,77,1882,false
49203,49966,67,4581,false
49677,50545,93,5209,false
52321,52881,55,3365,false
50786,51202,93,2500,false
54988,55301,77,1882,false
53816,54182,93,2199,false
49640,50246,26,3637,false
52726,53042,93,1898,false
55430,55933,12,3021,false
49198,49758,55,3365,false
52904,53468,77,3387,false
49395,49998,9,3620,false
55285,55607,130,1935,false
53264,53676,67,2474,false
49337,49853,93,3102,false
54105,54766,55,3967,false
46965,47525,55,3365,false
48664,49294,171,3782,false
49331,49532,9,1212,false
48512,48775,77,1581,false
48988,49652,77,3989,false
49603,49912,55,1860,false
49550,49913,78,2184,false
47833,48497,77,3989,false
55273,55525,9,1513,false
55241,55493,9,1513,false
47451,47603,12,914,false
53423,53885,67,2775,false
48075,48384,55,1860,false
54195,54655,55,2763,false
54148,54627,171,2879,false
52801,53214,77,2484,false
50457,50921,77,2785,false
47689,47991,12,1817,false
49374,49838,77,2785,false
54353,54865,67,3076,false
54264,54518,26,1530,false
53108,53610,9,3018,false
47639,48295,26,3938,false
49053,49269,95,1298,false
48031,48340,55,1860,false
55300,55713,77,2484,false
46948,47311,77,2183,false
50192,50882,234,4146,false
55423,56145,123,4336,false
56054,56179,152,753,false
55865,56279,78,2485,false
47222,48126,9,5426,false
50688,51255,93,3403,false
47467,47833,93,2199,false
49555,50007,9,2717,false
47116,47628,67,3076,false
55041,55555,77,3086,false
50482,50787,26,1831,false
50233,50685,9,2717,false
53865,54318,12,2720,false
55609,55813,26,1229,false
53323,54138,77,4892,false
55193,55709,93,3102,false
51928,52182,26,1530,false
49262,49724,67,2775,false
56327,56502,152,1054,false
52099,52462,77,2183,false
54944,55470,152,3161,false
55805,56116,67,1872,false
49486,49788,9,1814,false
54809,55412,9,3620,false
49782,50385,9,3620,false
55229,55632,12,2419,false
47523,48179,26,3938,false
51865,52318,12,2720,false
48349,48801,9,2717,false
54522,54877,26,2132,false
53468,53669,9,1212,false
53513,53779,93,1597,false
47684,48097,77,2484,false
55304,55809,26,3035,false
55097,55714,93,3704,false
47306,47615,55,1860,false
53495,54007,67,3076,false
53002,53464,67,2775,false
54332,54748,93,2500,false
52792,53368,152,3462,false
56224,56461,224,1427,false
52698,53111,77,2484,false
52740,53443,9,4222,false
50811,51414,12,3623,false
54139,54699,55,3365,false
54092,54452,55,2161,false
51692,52555,67,5183,false
47111,47714,9,3620,false
53657,54169,67,3076,false
52055,52385,178,1983,false
49069,49522,12,2720,false
52167,52580,77,2484,false
52546,52960,78,2485,false
51162,51464,12,1817,false
53401,53965,77,3387,false
48442,48805,77,2183,false
55177,55830,9,3921,false
53567,54147,171,3481,false
55497,56007,55,3064,false
50451,50906,26,2734,false
55831,56395,78,3388,false
52172,52786,77,3688,false
54681,55186,26,3035,false
47412,47714,9,1814,false
49080,49601,123,3132,false
52384,53195,55,4870,false
50975,51679,12,4225,false
47722,48433,55,4268,false
49698,49900,12,1215,false
47866,48522,26,3938,false
49840,50304,77,2785,false
51056,51419,77,2183,false
52065,52417,12,2118,false
49925,50430,26,3035,false
51288,51992,12,4225,false
48026,48640,77,3688,false
55069,55280,67,1270,false
52220,52322,12,613,false
52007,52684,152,4064,false
51117,51681,77,3387,false
51046,51861,77,4892,false
48360,48765,26,2433,false
47473,47885,67,2474,false
48999,49584,206,3516,false
56411,56813,9,2416,false
50030,50081,9,309,false
52413,53166,9,4523,false
52650,52712,77,377,false
53177,53687,55,3064,false
52778,53144,95,2201,false
55105,55672,95,3405,false
52881,53233,12,2118,false
56076,56328,9,1513,false
55873,56378,26,3035,false
55725,56091,93,2199,false
49544,50108,78,3388,false
52918,53482,78,3388,false
53355,53994,224,3835,false
50009,50715,26,4239,false
53080,53683,9,3620,false
55277,55486,55,1258,false
51137,51747,55,3666,false
46819,47436,93,3704,false
53755,54084,171,1976,false
52848,53515,93,4005,false
50898,51364,693,2799,false
48870,49334,77,2785,false
55189,55904,78,4291,false
52955,53508,9,3319,false
50704,51064,55,2161,false
54573,55340,93,4607,false
52211,52513,12,1817,false
49719,50272,9,3319,false
49310,49874,77,3387,false
50014,50524,55,3064,false
54035,54800,77,4591,false
54936,55346,55,2462,false
56313,56476,77,979,false
53904,54457,9,3319,false
52983,53085,12,613,false
48300,48413,78,679,false
51005,51460,26,2734,false
51835,52197,67,2173,false
49629,49931,12,1817,false
53821,54285,77,2785,false
53020,53322,9,1814,false
47356,47808,9,2717,false
52731,53345,77,3688,false
52331,52644,77,1882,false
51353,51906,9,3319,false
53172,53481,55,1860,false
50740,51357,93,3704,false
54796,55298,9,3018,false
53639,54094,26,2734,false
49496,49798,9,1814,false
56382,56894,67,3076,false
56856,57057,9,1212,false
52594,52753,55,957,false
54697,54960,77,1581,false
54602,55037,206,2613,false
47938,48341,12,2419,false
56109,56671,67,3377,false
56880,57189,55,1860,false
47233,47646,77,2484,false
49777,50387,55,3666,false
53282,53946,78,3990,false
57007,57168,67,969,false
55763,56026,77,1581,false
51751,52412,55,3967,false
55493,56115,123,3734,false
56484,56948,77,2785,false
56087,56348,67,1571,false
54568,55271,9,4222,false
52556,53059,12,3021,false
49235,49387,12,914,false
52579,53160,178,3488,false
50919,51421,9,3018,false
54940,55442,9,3018,false
53741,54502,55,4569,false
52089,52441,12,2118,false
48469,49072,12,3623,false
47717,47996,171,1675,false
55797,56747,289,5706,false
47373,47979,26,3637,false
48621,48973,12,2118,false
53896,54111,93,1296,false
56206,56508,9,1814,false
55109,55765,26,3938,false
55181,55669,223,2931,false
51157,51760,9,3620,false
56121,56701,171,3481,false
51478,51990,67,3076,false
53869,54333,77,2785,false
51172,51524,9,2115,false
49883,50648,77,4591,false
47551,48154,12,3623,false
53016,53583,93,3403,false
52341,53002,55,3967,false
49951,50511,55,3365,false
54182,54634,9,2717,false
49867,50331,77,2785,false
53630,53996,93,2199,false
51573,52237,77,3989,false
53794,54105,67,1872,false
50596,50698,12,613,false
56316,56682,93,2199,false
56415,56881,93,2801,false
53269,53582,77,1882,false
48827,49692,77,5193,false
48691,49244,12,3322,false
52862,53422,55,3365,false
48332,48406,149,449,false
56563,56976,77,2484,false
56356,56711,26,2132,false
49042,49805,67,4581,false
49634,50189,26,3336,false
55221,55685,78,2786,false
51086,51345,55,1559,false
52436,53089,12,3924,false
51248,51884,206,3817,false
51948,52211,77,1581,false
55881,56393,67,3076,false
51308,52012,12,4225,false
54247,54499,12,1516,false
56649,57059,55,2462,false
50441,51044,12,3623,false
54459,55283,130,4945,false
55213,55926,67,4280,false
51687,52450,67,4581,false
54191,54717,152,3161,false
55663,56273,55,3666,false
53531,54010,171,2879,false
51454,51613,55,957,false
52932,53546,78,3689,false
52617,53031,78,2485,false
55717,56421,12,4225,false
48945,49321,152,2258,false
56813,57223,55,2462,false
52829,53492,67,3979,false
48740,49243,12,3021,false
52941,53102,67,969,false
49512,49972,55,2763,false
47390,48004,77,3688,false
52075,52639,77,3387,false
56664,57236,123,3433,false
55702,55906,26,1229,false
50796,51550,12,4526,false
53450,54263,67,4882,false
49315,49882,93,3403,false
51543,51903,55,2161,false
56027,56240,77,1280,false
48940,49353,77,2484,false
55149,55663,78,3087,false
48327,48887,55,3365,false
56462,56814,9,2115,false
51182,51792,55,3666,false
48141,48557,93,2500,false
51101,51262,67,969,false
48371,48881,55,3064,false
50061,50424,77,2183,false
50108,50271,77,979,false
52622,53082,55,2763,false
53482,53541,55,355,false
55348,55810,67,2775,false
51943,52044,9,610,false
56291,56955,77,3989,false
56799,57151,12,2118,false
49507,50069,67,3377,false
50134,50650,93,3102,false
50934,51489,26,3336,false
55930,56695,77,4591,false
48924,49334,55,2462,false
49772,50175,12,2419,false
54514,54919,26,2433,false
55590,56458,93,5209,false
51036,51489,12,2720,false
55426,55737,67,1872,false
56246,56910,78,3990,false
51303,51920,93,3704,false
54594,55065,123,2831,false
52537,53418,171,5287,false
53944,54057,78,679,false
49128,49640,67,3076,false
51238,51952,77,4290,false
51977,52479,9,3018,false
50939,51148,55,1258,false
48935,49348,77,2484,false
48961,49475,77,3086,false
52627,53137,55,3064,false
51598,51914,93,1898,false
55892,56067,152,1054,false
52021,52633,67,3678,false
50632,50994,67,2173,false
50755,51160,26,2433,false
54531,54790,55,1559,false
48918,49632,77,4290,false
55690,56405,78,4291,false
49724,50140,93,2500,false
52254,52606,12,2118,false
55281,55995,77,4290,false
47971,48531,55,3365,false
55375,55727,12,2118,false
52268,52620,12,2118,false
57448,57661,77,1280,false
54614,55027,77,2484,false
51041,51904,67,5183,false
51444,52348,12,5429,false
54328,54694,93,2199,false
50040,50192,12,914,false
47965,48604,224,3835,false
50827,51093,93,1597,false
48097,48351,26,1530,false
55501,56077,152,3462,false
49005,49410,26,2433,false
57496,57748,12,1516,false
55971,56356,206,2312,false
51000,51614,78,3689,false
48778,49144,93,2199,false
54915,55368,12,2720,false
54556,54959,12,2419,false
56154,56358,26,1229,false
52312,52872,55,3365,false
52679,53246,93,3403,false
50735,51245,55,3064,false
47844,48517,130,4042,false
53970,54250,178,1682,false
57031,57182,9,911,false
51293,51907,77,3688,false
57452,57778,152,1957,false
50550,51167,93,3704,false
57253,57656,12,2419,false
48697,49553,26,5142,false
54001,54417,95,2502,false
54260,54421,67,969,false
54581,54947,95,2201,false
54447,54701,26,1530,false
51889,52148,55,1559,false
50239,50550,67,1872,false
56389,56906,95,3104,false
48064,48640,152,3462,false
57229,57614,206,2312,false
55508,56164,26,3938,false
51786,52353,93,3403,false
49031,49645,77,3688,false
51076,51489,77,2484,false
48289,48815,152,3161,false
54874,55459,206,3516,false
54743,55407,78,3990,false
53310,53971,55,3967,false
53278,53591,78,1883,false
57243,57458,93,1296,false
51528,51803,152,1656,false
51025,51635,55,3666,false
55941,56225,206,1710,false
57308,57875,93,3403,false
53432,53985,12,3322,false
57125,57641,93,3102,false
50462,50737,152,1656,false
49150,49705,26,3336,false
51677,51843,95,997,false
50914,51177,77,1581,false
53724,54238,77,3086,false
54400,54730,178,1983,false
50842,51646,12,4827,false
56916,57168,9,1513,false
55169,55772,9,3620,false
48599,49012,77,2484,false
54510,55074,77,3387,false
51737,52398,55,3967,false
50980,51594,78,3689,false
50197,50759,67,3377,false
54919,55529,55,3666,false
50280,51060,171,4685,false
56235,56347,77,678,false
56764,57517,9,4523,false
57336,57688,12,2118,false
55949,56413,77,2785,false
57363,58080,93,4306,false
51558,52072,77,3086,false
52369,52732,77,2183,false
56732,57435,9,4222,false
50771,51374,12,3623,false
51653,52169,93,3102,false
56158,56383,152,1355,false
57611,58090,171,2879,false
53675,53936,67,1571,false
53378,53807,171,2578,false
53250,53714,78,2786,false
53803,54182,171,2277,false
55862,56415,12,3322,false
56039,56415,152,2258,false
49427,50133,26,4239,false
53200,53760,55,3365,false
50477,50705,171,1374,false
56031,56885,9,5125,false
55605,56217,67,3678,false
51697,52510,67,4882,false
54664,55375,55,4268,false
55450,55813,77,2183,false
57097,57476,171,2277,false
52951,53527,152,3462,false
53117,53744,152,3763,false
56268,56874,26,3637,false
49661,50171,55,3064,false
57177,57689,67,3076,false
48561,48913,12,2118,false
50990,51713,130,4343,false
55774,56284,55,3064,false
57094,57599,26,3035,false
55524,56378,9,5125,false
55089,55391,9,1814,false
51213,51465,9,1513,false
54255,54928,130,4042,false
50863,51276,77,2484,false
57070,57399,171,1976,false
56367,56896,171,3180,false
50694,51154,55,2763,false
50822,51185,77,2183,false
54113,54685,123,3433,false
54685,55348,67,3979,false
50384,51187,9,4824,false
50249,50615,95,2201,false
56614,57067,12,2720,false
55137,55341,26,1229,false
53360,53972,67,3678,false
52669,52982,77,1882,false
58019,58371,12,2118,false
53048,53564,93,3102,false
54747,55400,12,3924,false
57274,57888,77,3688,false
55371,55687,93,1898,false
51811,52414,12,3623,false
50389,50799,55,2462,false
56909,57322,77,2484,false
48174,48891,93,4306,false
51298,51611,77,1882,false
48735,49037,9,1814,false
51388,51867,171,2879,false
57028,57217,234,1136,false
52026,52629,12,3623,false
50306,50816,55,3064,false
53029,53439,55,2462,false
49026,49436,55,2462,false
48913,49516,9,3620,false
57215,57930,78,4291,false
55399,56052,9,3921,false
53635,54500,77,5193,false
57108,57309,9,1212,false
56746,57106,55,2161,false
50166,50618,9,2717,false
48523,49133,55,3666,false
50544,50692,292,893,false
49993,50355,67,2173,false
57982,58448,93,2801,false
54870,55131,67,1571,false
57291,57844,12,3322,false
53163,53365,12,1215,false
55828,56545,93,4306,false
49182,49587,26,2433,false
52965,53178,78,1281,false
52475,53189,77,4290,false
57813,58430,93,3704,false
51419,51981,67,3377,false
52608,53157,289,3298,false
56502,57082,171,3481,false
55237,55840,12,3623,false
52759,53373,77,3688,false
52969,53073,26,627,false
55652,56178,152,3161,false
49972,50124,12,914,false
53834,54448,78,3689,false
50019,50182,77,979,false
54627,54890,78,1582,false
51358,51617,55,1559,false
56210,56813,12,3623,false
55269,55682,77,2484,false
54493,55005,67,3076,false
57035,57721,206,4118,false
57873,58248,149,2255,false
57999,58454,26,2734,false
54564,54773,55,1258,false
57946,58460,78,3087,false
49123,49726,12,3623,false
52317,52884,93,3403,false
53419,53585,95,997,false
54238,55015,152,4666,false
56349,56961,67,3678,false
56771,57001,178,1381,false
55217,55722,26,3035,false
54927,55482,26,3336,false
50617,51373,26,4540,false
50908,51268,55,2161,false
57729,58241,67,3076,false
50270,50680,55,2462,false
56660,56914,26,1530,false
57712,58527,78,4893,false
54075,54542,95,2803,false
50964,51266,9,1814,false
51953,52515,67,3377,false
57024,57538,77,3086,false
53287,53338,12,312,false
58048,58424,152,2258,false
54996,55599,12,3623,false
48616,49119,12,3021,false
51791,52293,9,3018,false
57387,57507,123,724,false
57625,58278,12,3924,false
54895,55350,26,2734,false
56042,56521,171,2879,false
57421,57700,171,1675,false
56996,57248,9,1513,false
56905,57009,26,627,false
53071,53626,26,3336,false
52244,52660,93,2500,false
48951,49381,178,2585,false
56198,56801,310,3620,false
55332,55887,26,3336,false
55133,56001,95,5211,false
54952,55357,26,2433,false
49171,49738,93,3403,false
56408,56724,95,1900,false
55694,56208,78,3087,false
54096,54708,67,3678,false
58055,58522,95,2803,false
48670,49234,77,3387,false
53296,53662,93,2199,false
52909,53421,67,3076,false
52417,52680,77,1581,false
55145,55558,77,2484,false
56685,57257,123,3433,false
49730,49891,67,969,false
54931,55704,130,4644,false
56632,56845,78,1281,false
55000,55115,93,694,false
51563,52118,26,3336,false
52215,52926,55,4268,false
49470,50037,93,3403,false
57527,58191,77,3989,false
57989,58269,178,1682,false
51638,51954,93,1898,false
54984,55598,78,3689,false
52946,53408,67,2775,false
52133,52348,93,1296,false
57996,58560,77,3387,false
51761,52171,55,2462,false
48837,49290,12,2720,false
56429,56554,152,753,false
49267,49526,55,1559,false
51010,51620,55,3666,false
56491,57359,93,5209,false
57188,57554,93,2199,false
54311,54883,123,3433,false
57407,57867,55,2763,false
55328,55780,9,2717,false
57752,58517,78,4592,false
49475,49727,12,1516,false
54585,55138,9,3319,false
54417,54730,77,1882,false
52693,53253,55,3365,false
55037,55397,55,2161,false
55675,56127,9,2717,false
56863,57430,93,3403,false
49539,49952,77,2484,false
56542,57006,78,2786,false
51608,52168,55,3365,false
55233,55786,9,3319,false
51830,52285,26,2734,false
58552,58754,12,1215,false
52843,53348,26,3035,false
52123,52525,9,2416,false
53545,53947,9,2416,false
53843,54104,67,1571,false
52603,53065,67,2775,false
55021,55651,171,3782,false
58177,58888,55,4268,false
51503,52109,26,3637,false
52441,52955,77,3086,false
55477,56099,123,3734,false
57809,58120,67,1872,false
56689,57205,93,3102,false
50924,51639,78,4291,false
55324,55941,93,3704,false
50539,50650,67,668,false
56513,56738,152,1355,false
49299,49852,12,3322,false
54677,55390,67,4280,false
57942,58355,77,2484,false
55312,55926,77,3688,false
49363,49674,67,1872,false
54131,54734,9,3620,false
55316,55919,12,3623,false
51071,51677,26,3637,false
58259,58889,171,3782,false
57059,57523,77,2785,false
54126,54806,171,4083,false
53883,54295,67,2474,false
58432,58992,55,3365,false
56707,57183,152,2860,false
54208,54973,78,4592,false
54887,55397,55,3064,false
56466,57243,149,4663,false
50878,51082,26,1229,false
51263,51773,55,3064,false
51727,51839,77,678,false
56810,57035,152,1355,false
52094,52298,26,1229,false
56065,56529,77,2785,false
57038,57641,9,3620,false
52389,52951,67,3377,false
54829,54940,67,668,false
58088,58490,9,2416,false
53241,53557,93,1898,false
57557,57868,67,1872,false
54031,54497,93,2801,false
57101,57654,12,3322,false
54606,55270,77,3989,false
51434,51809,149,2255,false
50591,50943,12,2118,false
53291,53596,26,1831,false
56024,56851,152,4967,false
56068,56582,77,3086,false
53768,54070,9,1814,false
54152,54616,77,2785,false
51722,52286,78,3388,false
52128,52604,152,2860,false
54294,54804,55,3064,false
53710,54527,93,4908,false
49946,50660,77,4290,false
52206,52515,55,1860,false
53260,53620,55,2161,false
58338,58592,26,1530,false
52345,52755,55,2462,false
56958,57534,152,3462,false
50420,51023,12,3623,false
51732,51995,77,1581,false
56117,56519,9,2416,false
57567,57795,171,1374,false
56448,56661,77,1280,false
52080,52493,77,2484,false
57976,58502,152,3161,false
55516,56233,95,4308,false
53799,54616,93,4908,false
57397,57907,55,3064,false
54018,54381,78,2184,false
55391,56113,123,4336,false
50003,50517,78,3087,false
52867,52995,171,772,false
52631,53083,9,2717,false
54480,54990,55,3064,false
