Creation Time,Travel Endtime,Search Distance,Total Distance,Car Failed
30457,30608,9,911,false
28160,28364,26,1229,false
28805,29468,67,3979,false
27855,28057,12,1215,false
32336,32896,55,3365,false
30063,30322,55,1559,false
28458,28610,12,914,false
24778,25431,9,3921,false
30765,31294,171,3180,false
26084,26644,55,3365,false
29890,30450,55,3365,false
29406,29621,93,1296,false
28448,28901,12,2720,false
28523,29154,178,3789,false
31016,31279,77,1581,false
25244,25824,171,3481,false
30989,31742,9,4523,false
29610,30070,55,2763,false
24055,24669,77,3688,false
33188,33449,67,1571,false
31126,31337,67,1270,false
31031,31285,26,1530,false
32117,32527,55,2462,false
27209,27468,55,1559,false
25118,25480,67,2173,false
30503,30664,67,969,false
24783,24992,55,1258,false
27057,27316,55,1559,false
27292,27493,9,1212,false
28932,29449,95,3104,false
25143,25506,77,2183,false
28183,28693,55,3064,false
23953,24756,9,4824,false
30452,30778,152,1957,false
29056,29422,93,2199,false
28281,29058,152,4666,false
29324,30080,26,4540,false
29089,29544,26,2734,false
28165,28219,26,326,false
31719,32224,26,3035,false
24700,24975,152,1656,false
24172,24326,26,928,false
26555,26967,67,2474,false
31768,31819,12,312,false
32660,32785,152,753,false
30708,31017,55,1860,false
29717,29932,93,1296,false
26714,27317,9,3620,false
25757,25966,55,1258,false
29420,29524,26,627,false
24166,24721,26,3336,false
24949,25365,93,2500,false
27449,27660,67,1270,false
25512,25725,77,1280,false
24369,24883,77,3086,false
27984,28199,93,1296,false
28701,29263,67,3377,false
30677,31230,12,3322,false
29416,30033,93,3704,false
24418,25071,12,3924,false
30446,31400,9,5727,false
27818,28244,152,2559,false
30508,31072,77,3387,false
28994,29556,67,3377,false
25993,26195,12,1215,false
25249,25651,9,2416,false
32798,33201,12,2419,false
32678,32980,9,1814,false
26368,26980,67,3678,false
24232,25136,12,5429,false
31850,32266,93,2500,false
27546,27755,55,1258,false
27979,28582,9,3620,false
27274,27888,77,3688,false
24049,24201,12,914,false
28631,29052,123,2530,false
25693,25906,77,1280,false
32615,32824,55,1258,false
24358,24517,55,957,false
27076,27756,171,4083,false
25433,25785,9,2115,false
25354,25757,12,2419,false
27435,28049,77,3688,false
26150,26413,77,1581,false
29113,29928,77,4892,false
30651,31182,178,3187,false
31137,31940,9,4824,false
24188,24690,9,3018,false
27624,27735,67,668,false
28923,29234,67,1872,false
28514,29425,55,5472,false
28044,28454,55,2462,false
28253,28666,77,2484,false
31675,32135,55,2763,false
30431,31112,178,4090,false
30636,31300,78,3990,false
30600,31005,26,2433,false
32251,32654,12,2419,false
27085,27547,67,2775,false
31928,32542,77,3688,false
29693,30454,55,4569,false
32280,32541,67,1571,false
26705,27068,77,2183,false
30325,31005,171,4083,false
29454,29830,152,2258,false
27325,27801,152,2860,false
24541,24907,95,2201,false
32072,32699,152,3763,false
31307,32010,9,4222,false
25209,25669,55,2763,false
25229,25641,67,2474,false
29204,29467,78,1582,false
29590,30304,77,4290,false
25289,25591,12,1817,false
31724,31933,55,1258,false
27071,27674,9,3620,false
29934,30197,78,1582,false
33364,33826,67,2775,false
24396,25059,67,3979,false
29257,29884,152,3763,false
30812,31529,93,4306,false
32683,33193,55,3064,false
31275,31989,77,4290,false
29508,30118,55,3666,false
30244,30871,152,3763,false
24929,25389,55,2763,false
25051,25463,67,2474,false
29411,29562,9,911,false
32512,33277,78,4592,false
27191,27306,93,694,false
25082,25186,26,627,false
29104,29420,93,1898,false
31222,31376,26,928,false
26245,27058,67,4882,false
26909,27113,26,1229,false
25610,26015,26,2433,false
30350,30903,9,3319,false
30895,31455,55,3365,false
26658,26921,77,1581,false
25964,26280,93,1898,false
29644,30147,12,3021,false
27629,28246,93,3704,false
31648,32051,12,2419,false
31550,31780,178,1381,false
30014,30374,55,2161,false
23770,24602,178,4993,false
29209,29621,67,2474,false
27052,27666,77,3688,false
26031,26533,9,3018,false
28021,28848,149,4964,false
29338,29651,77,1882,false
27790,28396,26,3637,false
29791,30251,55,2763,false
33665,34125,55,2763,false
29600,30222,123,3734,false
30019,30987,95,5813,false
27845,28250,26,2433,false
25384,25595,67,1270,false
25133,25645,67,3076,false
28593,28928,206,2011,false
25834,26346,67,3076,false
25983,26488,26,3035,false
24216,24733,95,3104,false
26863,27576,67,4280,false
25737,26464,152,4365,false
29566,29971,26,2433,false
28772,29286,77,3086,false
27163,27568,26,2433,false
28332,28692,55,2161,false
29737,29848,67,668,false
32695,33560,77,5193,false
30355,30784,171,2578,false
25795,26350,26,3336,false
30523,30782,55,1559,false
24621,25382,55,4569,false
32444,32896,9,2717,false
33927,34086,55,957,false
26784,27447,67,3979,false
26574,27339,77,4591,false
30734,31086,9,2115,false
30123,30575,9,2717,false
32353,32967,77,3688,false
24856,25158,12,1817,false
32387,32700,78,1883,false
29595,30155,55,3365,false
25493,26356,67,5183,false
31900,32152,12,1516,false
28132,28398,93,1597,false
32033,32346,77,1882,false
29290,29745,26,2734,false
31604,32118,77,3086,false
31839,31990,9,911,false
27034,27598,77,3387,false
28560,29070,55,3064,false
30620,31080,55,2763,false
28072,28589,95,3104,false
29493,29946,12,2720,false
27952,28117,93,995,false
29170,29826,26,3938,false
26306,26770,78,2786,false
26141,26594,12,2720,false
31512,32225,67,4280,false
25000,25510,55,3064,false
31356,31719,78,2184,false
32989,33854,77,5193,false
33570,33781,67,1270,false
30497,30857,55,2161,false
28589,29101,67,3076,false
31217,31827,55,3666,false
26424,26737,77,1882,false
27094,27420,152,1957,false
28598,29050,9,2717,false
31906,32529,130,3741,false
25294,25908,77,3688,false
27795,27856,67,367,false
30713,31065,12,2118,false
33898,34308,55,2462,false
27306,27481,152,1054,false
27569,27921,12,2118,false
24975,25077,12,613,false
28035,28538,12,3021,false
25527,26139,67,3678,false
28049,28308,55,1559,false
26639,27203,78,3388,false
33760,34387,152,3763,false
33252,33888,206,3817,false
24584,25098,77,3086,false
33784,34136,12,2118,false
28007,28309,12,1817,false
33240,33702,67,2775,false
26188,26924,206,4419,false
31922,32386,77,2785,false
26236,26752,93,3102,false
29919,30224,26,1831,false
28364,28780,93,2500,false
29994,30805,55,4870,false
24380,25245,77,5193,false
25163,25723,55,3365,false
31382,31795,77,2484,false
31350,31716,93,2199,false
25057,25467,55,2462,false
33264,34017,9,4523,false
29435,29644,55,1258,false
25463,26018,26,3336,false
33205,33657,9,2717,false
33641,34155,78,3087,false
28645,29259,77,3688,false
33653,34117,77,2785,false
30610,31263,12,3924,false
31944,32257,77,1882,false
28899,29251,12,2118,false
28824,29485,55,3967,false
28416,29170,12,4526,false
25571,26185,78,3689,false
33880,34433,12,3322,false
29615,30028,77,2484,false
27601,27867,93,1597,false
27472,27543,130,430,false
27836,28589,9,4523,false
28295,28597,9,1814,false
29634,29996,67,2173,false
33317,33696,171,2277,false
29175,29527,12,2118,false
32741,33656,78,5495,false
29358,30073,78,4291,false
25849,26409,55,3365,false
27808,28074,93,1597,false
26131,26792,55,3967,false
26017,26280,77,1581,false
28026,28690,77,3989,false
26145,26958,67,4882,false
29498,30151,9,3921,false
24980,25432,9,2717,false
27878,28442,78,3388,false
32597,33261,77,3989,false
27338,27741,12,2419,false
27661,28116,26,2734,false
33223,33338,93,694,false
27804,28416,67,3678,false
30482,30795,77,1882,false
26992,27759,93,4607,false
27223,27525,12,1817,false
33892,34203,67,1872,false
28030,28401,123,2229,false
27965,28494,171,3180,false
29353,29813,55,2763,false
27702,27917,93,1296,false
30173,30988,78,4893,false
26330,26543,77,1280,false
30513,30792,171,1675,false
31784,32086,9,1814,false
30879,31042,78,980,false
28086,28589,12,3021,false
30048,30410,67,2173,false
26419,27072,12,3924,false
29659,30221,67,3377,false
26387,26800,77,2484,false
26513,26815,12,1817,false
29401,29865,77,2785,false
26760,27313,12,3322,false
32718,33178,55,2763,false
27772,27874,12,613,false
31243,31860,95,3706,false
29372,29832,655,2761,false
32850,33314,77,2785,false
33059,33187,171,772,false
25259,25865,26,3637,false
33796,34105,55,1860,false
30672,30734,77,377,false
31691,32244,9,3319,false
30543,31505,55,5773,false
29771,30551,171,4685,false
33234,33851,95,3706,false
28753,29066,77,1882,false
31000,31667,93,4005,false
30906,31420,77,3086,false
31658,32124,93,2801,false
28453,29318,77,5193,false
29233,29738,26,3035,false
29703,30256,12,3322,false
26231,26734,12,3021,false
28206,28766,55,3365,false
28225,28627,9,2416,false
29840,30253,77,2484,false
28174,28838,77,3989,false
27352,28005,12,3924,false
30189,30594,26,2433,false
34131,34584,12,2720,false
27975,28489,78,3087,false
27099,27563,77,2785,false
31345,31750,26,2433,false
27172,27438,95,1599,false
26551,27053,9,3018,false
26537,26803,93,1597,false
29959,30631,123,4035,false
28810,29363,9,3319,false
31729,32594,77,5193,false
30472,31128,26,3938,false
29542,30106,78,3388,false
33117,33378,67,1571,false
26055,26221,95,997,false
34125,34685,55,3365,false
30163,30388,152,1355,false
34711,34874,77,979,false
31474,32289,77,4892,false
27389,27899,55,3064,false
30749,31463,77,4290,false
27716,27968,12,1516,false
29445,30009,77,3387,false
31697,32110,77,2484,false
31074,31659,206,3516,false
26212,26614,9,2416,false
30822,31483,55,3967,false
29127,29888,55,4569,false
30138,30748,55,3666,false
27440,28000,55,3365,false
31089,31302,77,1280,false
24995,25708,67,4280,false
32655,32907,9,1513,false
31561,32222,55,3967,false
27219,27772,12,3322,false
33802,34316,77,3086,false
26779,27442,67,3979,false
32839,33370,178,3187,false
27237,27751,77,3086,false
32603,32914,67,1872,false
31442,32205,67,4581,false
25408,25972,78,3388,false
34336,34791,26,2734,false
25761,26428,93,4005,false
29295,29807,67,3076,false
32483,33036,9,3319,false
32689,33470,178,4692,false
29469,29945,152,2860,false
33112,33628,93,3102,false
30426,30940,77,3086,false
32724,33578,12,5128,false
31415,31894,171,2879,false
33141,33643,9,3018,false
27467,27880,77,2484,false
27550,28465,77,5494,false
26036,26388,12,2118,false
30219,30833,78,3689,false
30662,31217,26,3336,false
30916,31168,9,1513,false
26983,27798,77,4892,false
33886,34517,178,3789,false
31068,31281,77,1280,false
29440,29942,9,3018,false
28434,28635,9,1212,false
34017,34472,26,2734,false
32201,33066,77,5193,false
26405,26926,123,3132,false
27785,28498,67,4280,false
28758,29272,78,3087,false
32529,33182,12,3924,false
27361,27773,67,2474,false
32706,33410,12,4225,false
33564,33980,95,2502,false
28360,28731,123,2229,false
26382,26798,95,2502,false
30921,31423,9,3018,false
31233,31936,9,4222,false
33844,33973,178,779,false
32190,32650,55,2763,false
28243,28960,93,4306,false
26155,26819,77,3989,false
32296,32675,171,2277,false
33053,33378,149,1954,false
29512,30239,152,4365,false
28579,28881,12,1817,false
28067,28477,55,2462,false
26858,27318,55,2763,false
33293,34120,152,4967,false
32432,32645,77,1280,false
31447,31708,67,1571,false
30204,30626,130,2537,false
32517,33173,26,3938,false
32845,33305,55,2763,false
32862,33374,67,3076,false
32184,32497,77,1882,false
26221,26576,26,2132,false
32449,32865,93,2500,false
34839,35306,95,2803,false
26988,27151,77,979,false
29027,29089,78,378,false
30029,30233,26,1229,false
26946,27233,223,1727,false
31458,32164,26,4239,false
32972,33427,26,2734,false
30874,31226,9,2115,false
26259,26965,26,4239,false
29527,30244,93,4306,false
32145,32908,67,4581,false
29561,30125,78,3388,false
35156,35243,223,523,false
30024,30705,178,4090,false
29156,29921,77,4591,false
34857,35170,78,1883,false
28551,28856,26,1831,false
33582,33984,9,2416,false
32955,33156,9,1212,false
33229,33684,26,2734,false
28828,29130,9,1814,false
26349,26752,12,2419,false
29576,30040,77,2785,false
26438,27005,93,3403,false
26202,26916,77,4290,false
28720,29075,26,2132,false
34221,34623,9,2416,false
32455,32907,9,2717,false
34784,35110,152,1957,false
27767,28632,77,5193,false
28748,29061,77,1882,false
29065,29326,67,1571,false
25902,26512,55,3666,false
29013,29515,9,3018,false
27998,28560,67,3377,false
32195,32659,77,2785,false
32926,33428,9,3018,false
27666,28029,77,2183,false
29551,29913,67,2173,false
30533,30748,93,1296,false
32937,33852,77,5494,false
27541,27953,67,2474,false
34065,34276,67,1270,false
33659,34162,12,3021,false
33322,33824,9,3018,false
26448,26912,77,2785,false
30103,30766,67,3979,false
31105,31708,12,3623,false
34955,35415,55,2763,false
31302,31818,93,3102,false
29261,29463,12,1215,false
30108,30360,9,1513,false
34536,34989,12,2720,false
29944,30423,171,2879,false
26126,26529,12,2419,false
28137,28639,9,3018,false
27896,28207,67,1872,false
30979,31088,55,656,false
27371,27933,67,3377,false
30518,31221,9,4222,false
29329,30083,12,4526,false
32263,32422,55,957,false
32229,32689,55,2763,false
33476,34098,123,3734,false
28786,29433,275,3886,false
27112,27776,78,3990,false
35046,35562,93,3102,false
32028,32834,26,4841,false
35010,35462,9,2717,false
27398,27960,67,3377,false
32342,32806,77,2785,false
27177,27732,26,3336,false
32735,33202,95,2803,false
31158,31660,9,3018,false
33452,33955,12,3021,false
27606,27961,26,2132,false
27089,27455,93,2199,false
30791,31193,9,2416,false
27841,28652,55,4870,false
31021,31282,67,1571,false
31313,31676,78,2184,false
32016,32677,55,3967,false
33281,34084,9,4824,false
30380,31284,9,5426,false
29786,30049,77,1581,false
26546,26948,9,2416,false
27490,28043,9,3319,false
29673,30500,152,4967,false
32268,32469,9,1212,false
30974,31326,9,2115,false
30441,30704,77,1581,false
31978,32645,93,4005,false
28612,29150,223,3232,false
28169,28645,152,2860,false
29979,30395,93,2500,false
28350,28964,77,3688,false
31026,31335,55,1860,false
26588,27001,77,2484,false
27315,27644,171,1976,false
26183,26814,178,3789,false
29654,30358,12,4225,false
31179,32153,130,5848,false
27279,27882,9,3620,false
28211,28323,77,678,false
32308,32813,26,3035,false
25969,26622,9,3921,false
34973,35535,67,3377,false
35187,35651,77,2785,false
33904,34330,152,2559,false
25988,26641,12,3924,false
31095,31812,93,4306,false
33358,33939,178,3488,false
32285,32764,171,2879,false
31506,32118,67,3678,false
32011,32363,12,2118,false
28904,29280,152,2258,false
33969,34422,12,2720,false
30574,30776,12,1215,false
30626,30939,78,1883,false
26635,27138,12,3021,false
29895,29999,26,627,false
29118,29420,9,1814,false
26002,26769,93,4607,false
33387,34050,67,3979,false
27647,27860,77,1280,false
35886,36087,9,1212,false
30058,30719,55,3967,false
31372,31989,95,3706,false
33170,33546,152,2258,false
31431,31740,55,1860,false
31680,32092,67,2474,false
27518,28078,55,3365,false
27320,27791,123,2831,false
33036,33249,78,1281,false
31795,32560,77,4591,false
29276,29430,26,928,false
29305,30091,206,4720,false
34029,34190,67,969,false
30487,31063,152,3462,false
26742,27147,26,2433,false
33417,34020,9,3620,false
33123,33332,55,1258,false
33731,34184,12,2720,false
31185,31601,93,2500,false
33106,33520,78,2485,false
29099,29805,26,4239,false
27592,28152,55,3365,false
28617,28792,152,1054,false
29914,30768,9,5125,false
27205,27911,26,4239,false
26532,27108,152,3462,false
30693,31248,26,3336,false
28715,29270,26,3336,false
35407,35508,9,610,false
30947,31603,26,3938,false
28584,29515,171,5588,false
31588,31901,77,1882,false
31132,31445,77,1882,false
34754,35465,55,4268,false
28095,28349,26,1530,false
31883,32605,123,4336,false
28016,28318,9,1814,false
31523,32076,9,3319,false
29459,29811,9,2115,false
33766,34470,12,4225,false
34681,35492,55,4870,false
30360,30824,77,2785,false
26523,27226,9,4222,false
30118,30531,77,2484,false
26616,27029,77,2484,false
33334,33696,67,2173,false
34517,34719,12,1215,false
32325,33055,171,4384,false
28374,28790,95,2502,false
32234,32547,77,1882,false
27145,27657,67,3076,false
27560,28224,77,3989,false
30390,30861,123,2831,false
30436,30839,12,2419,false
26802,27555,9,4523,false
29698,30127,171,2578,false
27062,27624,67,3377,false
32078,32633,26,3336,false
28402,28815,77,2484,false
29537,30097,55,3365,false
26504,27415,55,5472,false
27887,28263,152,2258,false
28762,29479,93,4306,false
27578,28131,12,3322,false
29949,30359,55,2462,false
31823,32586,67,4581,false
35462,36015,12,3322,false
29223,29887,77,3989,false
29825,29953,171,772,false
34258,34560,12,1817,false
29161,29671,55,3064,false
31206,31873,93,4005,false
28664,29367,9,4222,false
27725,27787,77,377,false
33258,33317,55,355,false
27610,28216,26,3637,false
31195,31558,77,2183,false
32626,33198,123,3433,false
33915,34529,77,3688,false
26826,27386,55,3365,false
34143,34397,26,1530,false
26886,27400,77,3086,false
34276,35006,171,4384,false
32257,32520,78,1582,false
27214,27368,26,928,false
30128,30805,152,4064,false
32106,32616,55,3064,false
27477,28181,12,4225,false
34433,35036,12,3623,false
33129,33434,26,1831,false
34300,34963,67,3979,false
26877,27330,12,2720,false
35855,36519,77,3989,false
28532,29336,12,4827,false
28880,29095,93,1296,false
29070,29684,77,3688,false
27514,28277,67,4581,false
29218,29584,93,2199,false
27228,27692,77,2785,false
30093,30669,152,3462,false
34469,34922,12,2720,false
30284,30647,77,2183,false
32039,32954,77,5494,false
34669,35129,55,2763,false
34402,34814,67,2474,false
28885,29190,26,1831,false
35591,36094,12,3021,false
27712,28566,9,5125,false
32461,32975,78,3087,false
33199,33860,55,3967,false
28058,28811,9,4523,false
34427,34941,78,3087,false
34851,35167,93,1898,false
34742,35068,152,1957,false
36082,36445,77,2183,false
30113,30919,26,4841,false
35665,36125,55,2763,false
30569,31122,9,3319,false
28725,29478,9,4523,false
33182,33434,12,1516,false
28481,29010,171,3180,false
32415,32717,12,1817,false
30153,30918,78,4592,false
33850,34412,67,3377,false
27431,27857,152,2559,false
35966,36831,77,5193,false
27495,27921,152,2559,false
27527,27807,178,1682,false
35217,36082,77,5193,false
31393,32206,67,4882,false
27799,27962,77,979,false
34803,35155,12,2118,false
30817,31080,77,1581,false
35929,36231,9,1814,false
31334,32249,77,5494,false
32552,32827,152,1656,false
32506,32918,67,2474,false
27905,28257,12,2118,false
28999,29162,77,979,false
34475,34727,9,1513,false
27827,28189,67,2173,false
30088,30715,152,3763,false
32569,33083,77,3086,false
26941,27706,78,4592,false
33820,34272,9,2717,false
34354,35108,12,4526,false
34529,34842,77,1882,false
31005,31239,206,1409,false
29585,30064,171,2879,false
27481,28148,394,4005,false
27758,28361,12,3623,false
27868,28672,12,4827,false
32438,32649,67,1270,false
31686,31921,208,1411,false
33024,33540,93,3102,false
32156,32608,9,2717,false
31762,31914,12,914,false
28871,29182,67,1872,false
34882,35387,26,3035,false
27933,28550,93,3704,false
36205,36514,55,1860,false
27039,27766,152,4365,false
35898,36049,9,911,false
29830,29892,77,377,false
28053,28465,67,2474,false
31599,31904,26,1831,false
27919,28285,93,2199,false
32139,32376,224,1427,false
33963,34379,93,2500,false
31281,31834,12,3322,false
33399,33863,77,2785,false
32223,32438,93,1296,false
32833,33547,77,4290,false
33246,33799,9,3319,false
27242,27697,26,2734,false
28776,29035,55,1559,false
32914,33517,9,3620,false
35634,35847,77,1280,false
28327,28863,208,3217,false
30729,30892,77,979,false
28397,29162,78,4592,false
32478,32691,77,1280,false
31420,32137,95,4308,false
33647,33801,26,928,false
32885,33198,77,1882,false
31259,31869,55,3666,false
32804,33722,95,5512,false
27500,28368,93,5209,false
28439,29092,12,3924,false
34445,34720,152,1656,false
33071,33734,67,3979,false
30775,31285,55,3064,false
33832,33983,9,911,false
32712,33115,12,2419,false
30038,30451,77,2484,false
33618,34421,9,4824,false
31757,32212,26,2734,false
34149,34308,55,957,false
30796,31107,67,1872,false
29954,30471,95,3104,false
36858,37310,9,2717,false
30274,30636,67,2173,false
34499,35052,9,3319,false
34228,34640,67,2474,false
29781,30293,67,3076,false
34961,35287,152,1957,false
31664,31865,9,1212,false
34602,35178,152,3462,false
35560,35973,77,2484,false
35677,35929,9,1513,false
36975,37437,67,2775,false
29483,29685,12,1215,false
34083,34946,67,5183,false
36267,36870,12,3623,false
28248,28511,77,1581,false
30590,31216,149,3760,false
34294,34706,67,2474,false
31702,32154,9,2717,false
31533,31946,77,2484,false
27961,28676,78,4291,false
29108,29940,178,4993,false
30209,30835,149,3760,false
33013,33322,55,1860,false
32995,33598,12,3623,false
36950,37355,26,2433,false
34985,35287,12,1817,false
34234,34547,77,1882,false
35040,35325,208,1712,false
33737,34000,78,1582,false
30656,31369,67,4280,false
30595,30897,9,1814,false
36636,36895,55,1559,false
35953,36154,9,1212,false
36704,36863,55,957,false
27938,28398,55,2763,false
29300,29559,55,1559,false
31249,31477,171,1374,false
27915,28187,130,1634,false
28127,28278,9,911,false
30724,31146,130,2537,false
27762,28134,130,2236,false
35579,36193,77,3688,false
30194,30696,9,3018,false
31297,31472,149,1051,false
35916,36748,178,4993,false
33529,34031,9,3018,false
31079,31584,26,3035,false
33158,33661,12,3021,false
33701,33953,9,1513,false
34596,34855,55,1559,false
32370,32736,95,2201,false
32920,33345,149,2556,false
36101,36654,12,3322,false
31469,31971,9,3018,false
32094,32666,123,3433,false
35223,35438,93,1296,false
35107,35660,9,3319,false
29571,29722,9,911,false
30631,31095,77,2785,false
37018,37582,77,3387,false
28913,29415,9,3018,false
36550,36963,77,2484,false
36273,36689,95,2502,false
28814,29130,93,1898,false
29939,30551,67,3678,false
29835,30198,77,2183,false
35646,36363,93,4306,false
33370,33932,67,3377,false
34059,34831,123,4637,false
27989,28202,78,1281,false
37449,37762,77,1882,false
34312,34922,55,3666,false
34906,35612,26,4239,false
29004,29917,67,5484,false
34888,35703,78,4893,false
36581,36806,152,1355,false
34270,34622,9,2115,false
31121,31380,55,1559,false
29166,29353,224,1126,false
29688,30050,67,2173,false
28791,28903,77,678,false
34348,35063,78,4291,false
29464,30178,77,4290,false
33778,34340,67,3377,false
29649,29819,123,1025,false
35260,35423,78,980,false
36279,36642,77,2183,false
37258,37813,26,3336,false
30411,31067,26,3938,false
30807,31373,693,3401,false
35683,36446,67,4581,false
34554,34906,9,2115,false
31047,31650,9,3620,false
30703,31518,78,4893,false
36107,36519,67,2474,false
35413,35977,77,3387,false
28866,29480,77,3688,false
33340,33670,178,1983,false
36852,37759,26,5443,false
29806,30235,171,2578,false
28951,29557,26,3637,false
35689,35840,9,911,false
30848,31007,55,957,false
37338,37791,12,2720,false
35499,36004,26,3035,false
30698,31050,12,2118,false
31950,32467,95,3104,false
36612,37242,171,3782,false
29151,29403,12,1516,false
34778,35484,26,4239,false
32500,32780,178,1682,false
34155,34822,93,4005,false
34366,35070,12,4225,false
35837,36551,77,4290,false
36402,36807,26,2433,false
31994,32397,12,2419,false
30869,31324,26,2734,false
32359,32661,9,1814,false
34137,34448,67,1872,false
29624,29883,55,1559,false
31895,32359,77,2785,false
29761,30074,77,1882,false
35536,35745,55,1258,false
30269,30521,9,1513,false
33018,33320,9,1814,false
29123,29575,9,2717,false
35150,35911,55,4569,false
28654,29318,77,3989,false
33305,33758,12,2720,false
35517,35826,55,1860,false
28542,29253,55,4268,false
36913,37516,9,3620,false
30864,31316,9,2717,false
37036,37700,77,3989,false
33868,34394,152,3161,false
33517,34070,9,3319,false
31153,32034,171,5287,false
31361,32117,26,4540,false
28607,29017,55,2462,false
34240,34903,67,3979,false
30034,30386,12,2118,false
31555,32021,93,2801,false
34053,34663,55,3666,false
29377,29841,77,2785,false
36882,37057,149,1051,false
31265,31825,55,3365,false
36464,37028,77,3387,false
35444,35657,77,1280,false
28975,29338,77,2183,false
37196,37877,178,4090,false
33862,34725,67,5183,false
36753,37055,9,1814,false
29425,29838,77,2484,false
32122,32634,67,3076,false
31708,32074,93,2199,false
29281,29895,77,3688,false
34173,34635,67,2775,false
29678,29906,171,1374,false
34089,34441,9,2115,false
33381,33544,77,979,false
34863,35577,77,4290,false
32100,32311,67,1270,false
32764,33328,77,3387,false
29821,30169,289,2094,false
33874,34450,149,3459,false
30963,31566,12,3623,false
32167,32729,67,3377,false
30330,30883,12,3322,false
30083,30244,67,969,false
33790,34142,12,2118,false
28682,29346,77,3989,false
29137,29500,77,2183,false
37836,38141,26,1831,false
31806,32528,123,4336,false
37006,37267,67,1571,false
30492,30994,9,3018,false
33328,33989,55,3967,false
32466,32718,12,1516,false
32218,32821,9,3620,false
35450,35876,152,2559,false
28425,28985,55,3365,false
30158,30521,77,2183,false
35395,35606,67,1270,false
33707,33911,26,1229,false
28626,29136,55,3064,false
32978,33750,123,4637,false
33217,33731,77,3086,false
33713,33915,12,1215,false
34493,35057,77,3387,false
28876,29553,152,4064,false
34306,34918,67,3678,false
28734,28868,208,809,false
29732,30267,206,3215,false
31142,31494,12,2118,false
30335,30501,95,997,false
37633,38314,178,4090,false
35923,36286,78,2184,false
31539,32044,26,3035,false
36199,36508,55,1860,false
31740,32142,9,2416,false
31053,31382,171,1976,false
36224,36629,26,2433,false
37184,37385,9,1212,false
36692,37272,171,3481,false
35309,35722,77,2484,false
30554,30863,55,1860,false
28411,29067,26,3938,false
36304,36664,55,2161,false
37639,38253,77,3688,false
34011,34675,78,3990,false
31058,31638,171,3481,false
35211,35725,77,3086,false
32274,32736,67,2775,false
36175,36376,9,1212,false
34675,35648,123,5841,false
31544,31906,67,2173,false
30687,31541,12,5128,false
33375,33937,67,3377,false
32000,32466,93,2801,false
30396,31049,9,3921,false
29199,29813,77,3688,false
37774,38136,67,2173,false
37670,38385,78,4291,false
37012,37321,55,1860,false
29194,29715,123,3132,false
30739,31099,55,2161,false
30760,31122,67,2173,false
30184,30937,9,4523,false
30078,30453,149,2255,false
30345,30446,9,610,false
30528,30992,77,2785,false
29032,29585,12,3322,false
34505,35015,55,3064,false
35904,36371,95,2803,false
34107,34467,55,2161,false
36790,37302,67,3076,false
37393,37796,12,2419,false
29929,30334,26,2433,false
31496,31697,9,1212,false
32856,33509,9,3921,false
36347,36859,67,3076,false
30068,30540,130,2838,false
33993,34546,9,3319,false
34900,35355,26,2734,false
29885,30361,149,2857,false
33725,33988,77,1581,false
34179,34433,26,1530,false
33270,33732,67,2775,false
30385,30637,9,1513,false
30214,30434,123,1326,false
28603,29256,9,3921,false
35726,36293,93,3403,false
31642,32104,67,2775,false
33558,33810,12,1516,false
31751,32064,77,1882,false
32632,32884,9,1513,false
37565,37817,9,1513,false
31254,31814,55,3365,false
29742,30406,77,3989,false
31878,32381,12,3021,false
34608,35238,171,3782,false
34937,35499,67,3377,false
34651,35013,67,2173,false
32427,33080,12,3924,false
36236,36388,12,914,false
29776,30348,123,3433,false
37381,37640,55,1559,false
33499,33828,171,1976,false
32347,32658,67,1872,false
35474,35836,67,2173,false
30911,31364,12,2720,false
34481,35048,93,3403,false
29974,30233,55,1559,false
31911,32538,152,3763,false
36002,36612,55,3666,false
35947,36199,12,1516,false
35401,36105,12,4225,false
29363,30140,152,4666,false
30370,30732,67,2173,false
34384,34787,12,2419,false
34415,34775,55,2161,false
31286,31648,67,2173,false
29984,30339,26,2132,false
30416,30878,67,2775,false
31291,31500,55,1258,false
36525,37192,95,4007,false
36501,36735,206,1409,false
37934,38200,93,1597,false
32206,32923,93,4306,false
30984,31243,55,1559,false
29904,30484,171,3481,false
38087,38801,77,4290,false
36015,36901,206,5322,false
36039,36455,93,2500,false
30043,30699,26,3938,false
35493,35905,67,2474,false
32330,32947,95,3706,false
29870,30531,55,3967,false
31517,31579,77,377,false
33975,34578,12,3623,false
35389,35700,67,1872,false
37104,37406,9,1814,false
31399,31952,9,3319,false
38517,38929,67,2474,false
38222,38437,93,1296,false
38645,39057,67,2474,false
32620,33273,9,3921,false
30755,31508,9,4523,false
36661,37275,77,3688,false
35230,35543,77,1882,false
29605,30107,9,3018,false
37276,37929,12,3924,false
29142,29815,130,4042,false
35849,36212,77,2183,false
37024,37329,26,1831,false
34930,35343,77,2484,false
37289,37753,77,2785,false
36821,37023,12,1215,false
36907,37471,77,3387,false
38345,38850,26,3035,false
29663,29972,55,1860,false
29855,30415,55,3365,false
35016,35229,78,1281,false
31190,31993,9,4824,false
29875,30050,149,1051,false
35383,35895,67,3076,false
29285,29888,12,3623,false
29727,30241,78,3087,false
33482,33819,223,2028,false
33077,33512,206,2613,false
38143,38557,78,2485,false
