Time,TotalAvailable,TotalAppAvailable
24037,3833,440
24038,3833,440
24039,3832,440
24040,3832,440
24041,3832,440
24042,3832,440
24043,3832,440
24044,3831,440
24045,3832,440
24046,3832,440
24047,3832,440
24048,3832,440
24049,3830,440
24050,3830,440
24051,3828,440
24052,3828,440
24053,3828,440
24054,3828,440
24055,3828,440
24056,3828,440
24057,3828,440
24058,3828,440
24059,3828,440
24060,3828,440
24061,3828,440
24062,3827,440
24063,3827,440
24064,3827,440
24065,3828,440
24066,3828,440
24067,3828,440
24068,3828,440
24069,3828,440
24070,3827,440
24071,3827,440
24072,3827,440
24073,3827,440
24074,3828,440
24075,3828,440
24076,3827,440
24077,3827,440
24078,3827,440
24079,3826,440
24080,3826,440
24081,3826,440
24082,3826,440
24083,3826,440
24084,3826,440
24085,3825,440
24086,3825,440
24087,3825,440
24088,3825,440
24089,3825,440
24090,3825,440
24091,3825,440
24092,3825,440
24093,3825,440
24094,3826,440
24095,3826,440
24096,3826,440
24097,3826,440
24098,3826,440
24099,3826,440
24100,3827,440
24101,3827,440
24102,3827,440
24103,3827,440
24104,3827,440
24105,3827,440
24106,3826,440
24107,3826,440
24108,3826,440
24109,3826,440
24110,3826,440
24111,3826,440
24112,3825,440
24113,3825,440
24114,3825,440
24115,3826,440
24116,3826,440
24117,3826,440
24118,3826,440
24119,3826,440
24120,3826,440
24121,3824,440
24122,3824,440
24123,3824,440
24124,3823,440
24125,3823,440
24126,3823,440
24127,3823,440
24128,3823,440
24129,3823,440
24130,3823,440
24131,3823,440
24132,3823,440
24133,3822,440
24134,3822,440
24135,3822,440
24136,3822,440
24137,3821,440
24138,3820,440
24139,3819,440
24140,3819,440
24141,3819,440
24142,3819,440
24143,3819,440
24144,3819,440
24145,3819,440
24146,3819,440
24147,3819,440
24148,3819,440
24149,3819,440
24150,3819,440
24151,3819,440
24152,3819,440
24153,3819,440
24154,3819,440
24155,3819,440
24156,3819,440
24157,3819,440
24158,3819,440
24159,3819,440
24160,3817,440
24161,3817,440
24162,3817,440
24163,3817,440
24164,3817,440
24165,3818,440
24166,3817,440
24167,3817,440
24168,3817,440
24169,3817,440
24170,3817,440
24171,3817,440
24172,3817,440
24173,3817,440
24174,3817,440
24175,3817,440
24176,3817,440
24177,3817,440
24178,3817,440
24179,3817,440
24180,3817,440
24181,3817,440
24182,3816,440
24183,3815,440
24184,3815,440
24185,3814,440
24186,3814,440
24187,3814,440
24188,3814,440
24189,3813,440
24190,3813,440
24191,3813,440
24192,3813,440
24193,3813,440
24194,3813,440
24195,3813,440
24196,3813,440
24197,3813,440
24198,3813,440
24199,3813,440
24200,3813,440
24201,3813,440
24202,3813,440
24203,3813,440
24204,3813,440
24205,3813,440
24206,3813,440
24207,3813,440
24208,3812,440
24209,3812,440
24210,3812,440
24211,3812,440
24212,3811,440
24213,3810,440
24214,3810,440
24215,3810,440
24216,3810,440
24217,3810,440
24218,3810,440
24219,3810,440
24220,3810,440
24221,3810,440
24222,3811,440
24223,3811,440
24224,3811,440
24225,3812,440
24226,3811,440
24227,3812,440
24228,3812,440
24229,3811,440
24230,3811,440
24231,3810,440
24232,3810,440
24233,3810,440
24234,3810,440
24235,3810,440
24236,3810,440
24237,3810,440
24238,3810,440
24239,3810,440
24240,3809,440
24241,3809,440
24242,3809,440
24243,3809,440
24244,3809,440
24245,3809,440
24246,3808,440
24247,3808,440
24248,3808,440
24249,3808,440
24250,3808,440
24251,3809,440
24252,3808,440
24253,3808,440
24254,3809,440
24255,3809,440
24256,3809,440
24257,3808,440
24258,3811,440
24259,3811,440
24260,3810,440
24261,3810,440
24262,3810,440
24263,3810,440
24264,3810,440
24265,3810,440
24266,3810,440
24267,3809,440
24268,3809,440
24269,3809,440
24270,3809,440
24271,3810,440
24272,3810,440
24273,3810,440
24274,3810,440
24275,3810,440
24276,3810,440
24277,3810,440
24278,3808,440
24279,3808,440
24280,3808,440
24281,3808,440
24282,3808,440
24283,3808,440
24284,3808,440
24285,3808,440
24286,3808,440
24287,3808,440
24288,3808,440
24289,3809,440
24290,3809,440
24291,3809,440
24292,3809,440
24293,3809,440
24294,3809,440
24295,3809,440
24296,3809,440
24297,3809,440
24298,3809,440
24299,3809,440
24300,3809,440
24301,3809,440
24302,3809,440
24303,3810,440
24304,3810,440
24305,3810,440
24306,3810,440
24307,3809,440
24308,3809,440
24309,3809,440
24310,3809,440
24311,3809,440
24312,3809,440
24313,3809,440
24314,3809,440
24315,3809,440
24316,3809,440
24317,3809,440
24318,3809,440
24319,3809,440
24320,3809,440
24321,3809,440
24322,3808,440
24323,3808,440
24324,3808,440
24325,3808,440
24326,3808,440
24327,3809,440
24328,3809,440
24329,3809,440
24330,3809,440
24331,3809,440
24332,3809,440
24333,3809,440
24334,3809,440
24335,3809,440
24336,3810,440
24337,3811,440
24338,3811,440
24339,3810,440
24340,3810,440
24341,3810,440
24342,3810,440
24343,3810,440
24344,3810,440
24345,3810,440
24346,3809,440
24347,3809,440
24348,3808,440
24349,3808,440
24350,3808,440
24351,3808,440
24352,3808,440
24353,3808,440
24354,3808,440
24355,3808,440
24356,3808,440
24357,3808,440
24358,3808,440
24359,3808,440
24360,3808,440
24361,3808,440
24362,3808,440
24363,3808,440
24364,3808,440
24365,3808,440
24366,3807,440
24367,3807,440
24368,3807,440
24369,3807,440
24370,3807,440
24371,3807,440
24372,3807,440
24373,3808,440
24374,3807,440
24375,3806,440
24376,3806,440
24377,3806,440
24378,3806,440
24379,3806,440
24380,3806,440
24381,3806,440
24382,3806,440
24383,3806,440
24384,3806,440
24385,3806,440
24386,3804,440
24387,3804,440
24388,3804,440
24389,3804,440
24390,3804,440
24391,3804,440
24392,3804,440
24393,3804,440
24394,3804,440
24395,3804,440
24396,3803,440
24397,3803,440
24398,3801,440
24399,3801,440
24400,3801,440
24401,3798,440
24402,3798,440
24403,3798,440
24404,3798,440
24405,3799,440
24406,3799,440
24407,3799,440
24408,3799,440
24409,3799,440
24410,3799,440
24411,3800,440
24412,3800,440
24413,3800,440
24414,3800,440
24415,3800,440
24416,3800,440
24417,3799,440
24418,3799,440
24419,3799,440
24420,3798,440
24421,3798,440
24422,3798,440
24423,3797,440
24424,3797,440
24425,3796,440
24426,3796,440
24427,3795,440
24428,3795,440
24429,3795,440
24430,3795,440
24431,3797,440
24432,3797,440
24433,3796,440
24434,3795,440
24435,3795,440
24436,3794,440
24437,3794,440
24438,3793,440
24439,3793,440
24440,3793,440
24441,3793,440
24442,3793,440
24443,3793,440
24444,3793,440
24445,3793,440
24446,3792,440
24447,3792,440
24448,3792,440
24449,3792,440
24450,3792,440
24451,3792,440
24452,3792,440
24453,3792,440
24454,3792,440
24455,3792,440
24456,3792,440
24457,3792,440
24458,3792,440
24459,3792,440
24460,3791,440
24461,3791,440
24462,3791,440
24463,3791,440
24464,3791,440
24465,3791,440
24466,3791,440
24467,3791,440
24468,3791,440
24469,3791,440
24470,3791,440
24471,3790,440
24472,3790,440
24473,3790,440
24474,3790,440
24475,3790,440
24476,3788,440
24477,3788,440
24478,3788,440
24479,3788,440
24480,3788,440
24481,3788,440
24482,3789,440
24483,3789,440
24484,3789,440
24485,3789,440
24486,3789,440
24487,3789,440
24488,3789,440
24489,3789,440
24490,3790,440
24491,3790,440
24492,3790,440
24493,3790,440
24494,3791,440
24495,3791,440
24496,3791,440
24497,3791,440
24498,3791,440
24499,3791,440
24500,3791,440
24501,3791,440
24502,3791,440
24503,3791,440
24504,3791,440
24505,3791,440
24506,3791,440
24507,3790,440
24508,3790,440
24509,3790,440
24510,3790,440
24511,3791,440
24512,3791,440
24513,3791,440
24514,3791,440
24515,3791,440
24516,3791,440
24517,3791,440
24518,3791,440
24519,3791,440
24520,3791,440
24521,3792,440
24522,3792,440
24523,3792,440
24524,3792,440
24525,3792,440
24526,3792,440
24527,3792,440
24528,3792,440
24529,3791,440
24530,3792,440
24531,3792,440
24532,3792,440
24533,3792,440
24534,3792,440
24535,3792,440
24536,3792,440
24537,3792,440
24538,3792,440
24539,3792,440
24540,3792,440
24541,3792,440
24542,3791,440
24543,3791,440
24544,3791,440
24545,3790,440
24546,3790,440
24547,3790,440
24548,3790,440
24549,3789,440
24550,3788,440
24551,3788,440
24552,3788,440
24553,3788,440
24554,3788,440
24555,3788,440
24556,3787,440
24557,3786,440
24558,3784,440
24559,3784,440
24560,3784,440
24561,3783,440
24562,3783,440
24563,3782,440
24564,3782,440
24565,3782,440
24566,3782,440
24567,3782,440
24568,3781,440
24569,3781,440
24570,3781,440
24571,3781,440
24572,3781,440
24573,3782,440
24574,3782,440
24575,3782,440
24576,3782,440
24577,3782,440
24578,3782,440
24579,3781,440
24580,3781,440
24581,3781,440
24582,3781,440
24583,3781,440
24584,3781,440
24585,3781,440
24586,3781,440
24587,3781,440
24588,3781,440
24589,3780,440
24590,3781,440
24591,3780,440
24592,3780,440
24593,3780,440
24594,3778,440
24595,3776,440
24596,3776,440
24597,3775,440
24598,3775,440
24599,3775,440
24600,3776,440
24601,3776,440
24602,3776,440
24603,3776,440
24604,3775,440
24605,3775,440
24606,3775,440
24607,3775,440
24608,3776,440
24609,3776,440
24610,3777,440
24611,3778,440
24612,3778,440
24613,3777,440
24614,3777,440
24615,3777,440
24616,3778,440
24617,3779,440
24618,3779,440
24619,3779,440
24620,3779,440
24621,3780,440
24622,3780,440
24623,3780,440
24624,3780,440
24625,3780,440
24626,3778,440
24627,3778,440
24628,3778,440
24629,3778,440
24630,3778,440
24631,3778,440
24632,3778,440
24633,3778,440
24634,3778,440
24635,3777,440
24636,3776,440
24637,3776,440
24638,3775,440
24639,3775,440
24640,3775,440
24641,3775,440
24642,3775,440
24643,3775,440
24644,3775,440
24645,3774,440
24646,3774,440
24647,3773,440
24648,3773,440
24649,3773,440
24650,3773,440
24651,3773,440
24652,3773,440
24653,3773,440
24654,3773,440
24655,3773,440
24656,3773,440
24657,3773,440
24658,3772,440
24659,3772,440
24660,3772,440
24661,3771,440
24662,3770,440
24663,3770,440
24664,3770,440
24665,3770,440
24666,3770,440
24667,3769,440
24668,3769,440
24669,3768,440
24670,3767,440
24671,3766,440
24672,3765,440
24673,3765,440
24674,3765,440
24675,3765,440
24676,3765,440
24677,3765,440
24678,3765,440
24679,3765,440
24680,3765,440
24681,3764,440
24682,3764,440
24683,3764,440
24684,3765,440
24685,3767,440
24686,3767,440
24687,3767,440
24688,3767,440
24689,3767,440
24690,3767,440
24691,3767,440
24692,3767,440
24693,3767,440
24694,3767,440
24695,3767,440
24696,3767,440
24697,3767,440
24698,3767,440
24699,3767,440
24700,3766,440
24701,3766,440
24702,3765,440
24703,3765,440
24704,3765,440
24705,3765,440
24706,3765,440
24707,3764,440
24708,3764,440
24709,3764,440
24710,3764,440
24711,3764,440
24712,3764,440
24713,3764,440
24714,3764,440
24715,3763,440
24716,3763,440
24717,3763,440
24718,3763,440
24719,3763,440
24720,3762,440
24721,3762,440
24722,3762,440
24723,3762,440
24724,3762,440
24725,3762,440
24726,3762,440
24727,3762,440
24728,3762,440
24729,3762,440
24730,3762,440
24731,3762,440
24732,3762,440
24733,3762,440
24734,3762,440
24735,3762,440
24736,3762,440
24737,3761,440
24738,3760,440
24739,3760,440
24740,3760,440
24741,3760,440
24742,3760,440
24743,3760,440
24744,3760,440
24745,3759,440
24746,3759,440
24747,3758,440
24748,3758,440
24749,3758,440
24750,3758,440
24751,3758,440
24752,3758,440
24753,3757,440
24754,3756,440
24755,3757,440
24756,3756,440
24757,3756,440
24758,3756,440
24759,3755,440
24760,3754,440
24761,3754,440
24762,3754,440
24763,3754,440
24764,3754,440
24765,3754,440
24766,3753,440
24767,3753,440
24768,3753,440
24769,3753,440
24770,3753,440
24771,3753,440
24772,3753,440
24773,3753,440
24774,3752,440
24775,3752,440
24776,3752,440
24777,3752,440
24778,3752,440
24779,3752,440
24780,3751,440
24781,3751,440
24782,3750,440
24783,3749,440
24784,3749,440
24785,3749,440
24786,3749,440
24787,3749,440
24788,3748,440
24789,3748,440
24790,3747,440
24791,3747,440
24792,3747,440
24793,3747,440
24794,3747,440
24795,3747,440
24796,3747,440
24797,3747,440
24798,3749,440
24799,3750,440
24800,3750,440
24801,3750,440
24802,3751,440
24803,3751,440
24804,3751,440
24805,3751,440
24806,3752,440
24807,3752,440
24808,3752,440
24809,3752,440
24810,3752,440
24811,3752,440
24812,3751,440
24813,3751,440
24814,3751,440
24815,3751,440
24816,3751,440
24817,3751,440
24818,3751,440
24819,3751,440
24820,3751,440
24821,3751,440
24822,3751,440
24823,3750,440
24824,3749,440
24825,3748,440
24826,3748,440
24827,3748,440
24828,3747,440
24829,3746,440
24830,3746,440
24831,3746,440
24832,3746,440
24833,3746,440
24834,3746,440
24835,3746,440
24836,3746,440
24837,3746,440
24838,3746,440
24839,3746,440
24840,3746,440
24841,3746,440
24842,3746,440
24843,3747,440
24844,3746,440
24845,3747,440
24846,3747,440
24847,3747,440
24848,3747,440
24849,3747,440
24850,3747,440
24851,3747,440
24852,3747,440
24853,3747,440
24854,3747,440
24855,3747,440
24856,3747,440
24857,3747,440
24858,3748,440
24859,3748,440
24860,3748,440
24861,3748,440
24862,3748,440
24863,3748,440
24864,3748,440
24865,3748,440
24866,3748,440
24867,3748,440
24868,3748,440
24869,3748,440
24870,3748,440
24871,3748,440
24872,3748,440
24873,3748,440
24874,3748,440
24875,3746,440
24876,3746,440
24877,3746,440
24878,3746,440
24879,3746,440
24880,3746,440
24881,3746,440
24882,3746,440
24883,3747,440
24884,3745,440
24885,3745,440
24886,3744,440
24887,3743,440
24888,3743,440
24889,3743,440
24890,3743,440
24891,3743,440
24892,3743,440
24893,3743,440
24894,3743,440
24895,3743,440
24896,3743,440
24897,3742,440
24898,3742,440
24899,3742,440
24900,3742,440
24901,3742,440
24902,3743,440
24903,3743,440
24904,3743,440
24905,3743,440
24906,3742,440
24907,3742,440
24908,3742,440
24909,3741,440
24910,3741,440
24911,3741,440
24912,3741,440
24913,3741,440
24914,3741,440
24915,3741,440
24916,3740,440
24917,3740,440
24918,3740,440
24919,3740,440
24920,3740,440
24921,3740,440
24922,3739,440
24923,3739,440
24924,3740,440
24925,3740,440
24926,3740,440
24927,3740,440
24928,3740,440
24929,3740,440
24930,3740,440
24931,3739,440
24932,3739,440
24933,3739,440
24934,3739,440
24935,3739,440
24936,3739,440
24937,3739,440
24938,3739,440
24939,3739,440
24940,3739,440
24941,3739,440
24942,3738,440
24943,3738,440
24944,3738,440
24945,3738,440
24946,3738,440
24947,3738,440
24948,3737,440
24949,3737,440
24950,3737,440
24951,3737,440
24952,3736,440
24953,3736,440
24954,3736,440
24955,3736,440
24956,3735,440
24957,3735,440
24958,3735,440
24959,3734,440
24960,3734,440
24961,3734,440
24962,3734,440
24963,3733,440
24964,3733,440
24965,3733,440
24966,3733,440
24967,3733,440
24968,3734,440
24969,3733,440
24970,3733,440
24971,3732,440
24972,3732,440
24973,3732,440
24974,3732,440
24975,3732,440
24976,3732,440
24977,3732,440
24978,3732,440
24979,3732,440
24980,3732,440
24981,3732,440
24982,3732,440
24983,3732,440
24984,3732,440
24985,3732,440
24986,3732,440
24987,3731,440
24988,3731,440
24989,3731,440
24990,3731,440
24991,3731,440
24992,3731,440
24993,3731,440
24994,3732,440
24995,3732,440
24996,3732,440
24997,3732,440
24998,3732,440
24999,3732,440
25000,3732,440
25001,3732,440
25002,3731,440
25003,3731,440
25004,3730,440
25005,3730,440
25006,3730,440
25007,3732,440
25008,3731,440
25009,3731,440
25010,3731,440
25011,3731,440
25012,3730,440
25013,3730,440
25014,3731,440
25015,3731,440
25016,3731,440
25017,3731,440
25018,3731,440
25019,3731,440
25020,3731,440
25021,3731,440
25022,3731,440
25023,3731,440
25024,3730,440
25025,3730,440
25026,3730,440
25027,3730,440
25028,3730,440
25029,3730,440
25030,3730,440
25031,3730,440
25032,3729,440
25033,3728,440
25034,3728,440
25035,3728,440
25036,3728,440
25037,3728,440
25038,3727,440
25039,3727,440
